
                                    96LIST
                    BBS's Supporting 9600 bps CONNECT Rates

                         Compiled and Distributed by:
                      The DownTown BBS - Los Angeles, CA
                                (213) 484-0260
                         [3/12/2400 -- Public Access]
              9600 v.32/14.4k v.32bis/14.4k HST Lines Available

             See 96MODEM.LST for Modem abbreviations used below.

  AC/Phone        BBS Name                        City       State  Modem
517-695-6859  Flying Circus               Kawkawlin          MI     HST
517-695-9952  Wolverine                   Midland            MI     HST
517-753-5100  CompuServe                  Saginaw            MI     V32
517-783-4005  BG's Bar & Grill            ......             MI     CS1
517-783-5471  The Flaming Dragon          Jackson            MI     HST
517-865-6173  MicroCosm                   St. Charles        MI     HST
518-383-2282  Fantasy Land                Clifton Park       NY     DS
518-437-1267  Computer Group Ltd 1        Albany             NY     HST
518-479-3879  Fact Sheet Five             ......             NY     CS1
518-583-2841  The Final Frontier II       Saratoga Springs   NY     DS
518-584-8187  ALLIES BBS                  Saratoga Springs   NY     HST
518-761-0869  The Final Frontier          Glens Falls        NY     HST
518-785-1715  Pain & Pleasure BBS         Latham             NY     HST
518-785-6643  Pain & Pleasure BBS         Latham             NY     HST
518-793-9574  The HOST BBS                Glens Falls        NY     HST
519-271-7221  Montgomery Tech             Stratford          ONT    HST4
519-273-7668  Five Guys                   Stratford          ONT    HST
519-354-7679  Computer House              Chatham            ONT    HST
519-371-5856  Owen Sound On Line SVC      ......             ONT    CS1
519-578-9314  K-W Amateur Radio           Kitchener          ONT    HST
519-633-2374  Home Base BBS 1             St. Thomas         ONT    HST
519-633-9073  Home Base BBS 2             St. Thomas         ONT    VH
519-650-2989  Compu-Dawn                  Cambridge          ONT    HST
519-653-7677  Dakin RA Support            Cambridge          ONT    DS
519-673-5283  Acer's                      London             ONT    HST
519-735-1504  NorthSTAR BBS               Windsor            ONT    HST
519-747-5808  Mempix                      Waterloo           ONT    DS
519-748-9763  Spicer Customer Support     Kitchener          ONT    VH
519-822-0896  ACME                        Guelph             ONT    HST
519-882-3165  Transference                Sarnia             ONT    HST
519-884-2103  WATCOM Technical Support    Waterloo           ONT    HST
519-944-4498  Future BBS                  Windsor            ONT    HST
519-944-5315  Route 66                    Windsor            ONT    HST
519-973-9330  Windsor Download            Windsor            ONT    HST
519-977-5509  The Footnote                Windsor            ONT    DS
601-268-8871  Camelot BBS                 Hattiesburg        MS     HST4
601-328-2278  The Wizzards Inn            Columbus           MS     HST
601-362-9958  Berserker BBS               Jackson            MS     V32
601-366-1664  Big Bang Theory             Jackson            MS     DS2
601-372-6998  Electronic Dreams           Jackson            MS     V32
601-373-0018  HyperDrive                  Jackson            MS     V32B
601-437-2108  Grand Gulf Connection       Port Gibson        MS     HST
601-442-5978  Trinity School BBS          ......             MS     CS1
601-634-1625  The Southern Belle          Vicksburg          MS     HST
601-636-1119  The Cat's Meow              Vicksburg          MS     HST
601-638-7056  The Wishing Well            Vicksburg          MS     HST
601-856-8337  Heliport                    Madison            MS     V32B
601-896-3970  On-line Systems             Gulfport           MS     HST
601-924-4174  Xanadu BBS                  Clinton            MS     V32
601-925-4380  Binary Bros                 Clinton            MS     ULT
601-956-9943  The Connector               Jackson            MS     DS2
601-957-0843  Irrelevant BBS              Jackson            MS     ULT
601-957-3016  Cont'l Divide               Jackson            MS     V32
601-992-4023  MCS Micronet                Brandon            MS     HST
601-992-9459  MacHaven                    Brandon            MS     DS
602-235-9653  St Joes Hospital            Phoenix            AZ     DS
602-242-3158  Answering Mach              Phoenix            AZ     HST
602-242-4784  The Open Door West          Phoenix            AZ     HST
602-245-2946  Hidden Cavern BBS           Phoenix            AZ     VH
602-246-1410  BBS West Online InfoCenter  ......             AZ     CS1
602-247-9570  Merlin's                    ......             AZ     CS1
602-252-1426  Mac's Place                 Phoenix            AZ     HST
602-258-8347  Construction Net 1          Phoenix            AZ     DS
602-264-2328  Migrant BBS                 Phoenix            AZ     HST
602-269-5192  Exodus                      ......             AZ     CS1
602-271-2492  CHHS BBS                    Phoenix            AZ     DS
602-326-2999  The Hour Glass              Tucson             AZ     HST
602-336-0702  The Looking Glass           ......             AZ     CS1
602-395-9726  Chalkboard                  ......             AZ     CS1
602-458-0451  The Analog Gate             Sierra Vista       AZ     DS
602-458-8342  The Hometown BBS            Sierra Vista       AZ     HST
602-459-2412  The New Way BBS             Sierra Vista       AZ     ULT
602-459-5472  AVCOMM BBS                  Sierra Vista       AZ     V32
602-468-0285  CompuServe                  Phoenix            AZ     V32
602-488-0656  Construction Net 5          Cave Creek         AZ     HST
602-495-1713  AZ MAC UG                   Phoenix            AZ     DS
602-524-2032  Animal Pharm BBS            Holbrook           AZ     DS
602-526-5805  Ramcom Technology BBS       Flagstaff          AZ     HST
602-527-8404  The High Mountain BBS       Flagstaff          AZ     DS2
602-548-0513  Anime Archive 2             Phoenix            AZ     DS2
602-571-0207  CompuServe                  Tucson             AZ     V32
602-577-6393  Tucson Apple Core           Tucson             AZ     ULT
602-578-0842  Add Net                     Tucson             AZ     HST
602-582-1549  Aslan's Roar Distr Ctr      Phoenix            AZ     DS
602-584-7395  Sunwise                     Sun City West      AZ     DS
602-692-0254  Crystal Dawn BBS            ......             AZ     CS1
602-730-0119  Megabytes                   Mesa               AZ     HST
602-747-1269  Dave's Mailbox              Tucson             AZ     HST
602-750-8246  Rebel's Outpost             Tucson             AZ     DS
602-756-2855  Rare Readers BBS            Mesa               AZ     HST
602-757-1125  PrimeNet (tm)               Kingman            AZ     HST
602-780-1839  The Shire                   Phoenix            AZ     HST
602-780-9180  The Ranch                   Phoenix            AZ     DS
602-788-7144  Amiga City                  Phoenix            AZ     HST
602-789-5088  Iasd Eng Bbs                Phoenix            AZ     HST
602-792-3772  Nine Star                   Tucson             AZ     DS
602-814-0123  AMC Net                     Chandler           AZ     HST
602-820-6237  The Anarchy Connection      Mesa               AZ     DS
602-840-4752  Nat'l. Congress For Men     Phoenix            AZ     HST
602-846-4420  Land Of Nomad               Glendale           AZ     DS
602-848-0732  Ed's Place                  Phoenix            AZ     HST
602-848-9902  InfoSpectrum BBS            Glendale           AZ     HST
602-866-9229  Valley Of The Sun           Glendale           AZ     TB2
602-872-9148  Broadcaster's BBS           Phoenix            AZ     DS2
602-885-4004  PC Consulting Agency BBS    Tucson             AZ     DS
602-886-7943  Bigfoot's RBBS-PC           Tucson             AZ     DS
602-887-1329  The Home RCS                Tucson             AZ     DS
602-892-3198  The Coconut Telegraph       Mesa               AZ     HST
602-898-1603  NCC-1603                    Mesa               AZ     DS
602-899-3386  The Hog Trough!             Chandler           AZ     DS
602-921-1651  Flatland Center             Tempe              AZ     DS
602-926-4026  AMUG Preferred              Phoenix            AZ     ULT
602-933-1768  TJ's                        Peoria             AZ     HST
602-937-2304  Exterminator BBS #2         Phoenix            AZ     HST
602-939-2134  Exterminator BBS            Phoenix            AZ     DS
602-945-0869  Genoa City                  Tempe              AZ     HST
602-947-0587  AZ MAC UG 2                 Scottsdale         AZ     ULT
602-965-3648  Construction Net 2          Tempe              AZ     HST
602-994-9882  Swamp Gas                   Scottsdale         AZ     HST
602-996-0078  The Tiger's Den             Phoenix            AZ     HST
602-997-6947  Graphics Technlgy Exchange  ......             AZ     CS1
603-228-0705  Easy Does It                Bow                NH     HST
603-335-5640  Barrington BBS              Barrington         NH     HST
603-424-0923  VAXCat                      Merrimack          NH     TB
603-424-4915  Outer Limits                Merrimack          NH     HST
603-429-2052  Starship's Shuttle Craft    Manchester         NH     HST
603-433-1859  Quagmire BBS                Portsmouth         NH     HST
603-434-5842  Gateway Communications      Windham            NH     ULT
603-448-0198  Guru Mountain               Lebanon            NH     HST
603-474-8915  The Nuke Zone               Seabrook           NH     HST
603-523-7676  The Dead Pool BBS           Canaan             NH     HST
603-524-8600  Alter-Net                   Laconia            NH     HST
603-527-0862  Alter-Net IV                Gilford            NH     HST
603-528-2149  Alter-Net II                Gilford            NH     HST
603-529-3395  Manchester EchoMail City    Manchester         NH     DS
603-529-4290  Granite State Connection 2  Weare              NH     HST
603-547-6485  InterVision                 Francestown        NH     HST
603-595-7739  The Danger Zone             Nashua             NH     HST
603-595-9677  The Starship                Amherst            NH     DS
603-624-9451  Amiga Venom BBS             Manchester         NH     HST
603-635-3738  George's Place              Pelham             NH     HST
603-641-2017  Computer Solutions          Manchester         NH     HST
603-647-3177  Boardtalk BBS               Manchester         NH     HST
603-672-8041  The Ultimate Realm          Merrimack          NH     V32
603-673-2781  Dave's Swimmin Hole         Brookline          NH     HST
603-880-1658  Cuckoo's Nest BBS           Hudson             NH     HST
603-881-9741  Kat(h)'s Meow               Nashua             NH     HST
603-882-2099  The Ballpark RBBS           Nashua             NH     HST
603-883-4466  Legal Beagle                Nashua             NH     HST
603-886-5722  The Toy Room BBS            Hudson             NH     HST
603-888-3840  The Outpost                 Nashua             NH     HST
603-891-1386  The Imperial Palace         Nashua             NH     HST
603-898-2349  My House BBS                Salem              NH     HST
603-899-3335  The Cereal Port BBS         Rindge             NH     HST
604-222-1663  Stealth Bandit BBS          Vancouver          BC     HST
604-242-3398  KB'S BBS                    Tumbler Ridge      BC     HST4
604-253-5385  aNTICS BBS                  Vancouver          BC     HST
604-264-0099  Basic'ly                    Surrey             BC     HST
604-264-0091  Basic'ly Puppy 2            Surrey             BC     HST
604-266-7754  The BandMaster              Vancouver          BC     HST
604-273-5588  The Idle Task               Richmond           BC     HST
604-277-9940  Doppler/Deep Cove TBBS      Richmond           BC     HST
604-321-9982  Sin City                    Vancouver          BC     DS
604-327-1098  Boogie Woogie               Vancouver          BC     DS
604-365-8086  Gordon World Trade          Castlegar          BC     HST
604-370-1765  The Bush-Whacker's EIS      Victoria           BC     DS2
604-380-6399  TCL VI BBS                  Victoria           BC     HST
604-383-0948  TCL BBS                     Victoria           BC     HST
604-462-7622  Ebenezer Christian BBS      Mission            BC     HST
604-477-0954  Forbidden Night Castle      Victoria           BC     HST
604-485-2978  CoffeeMug BBS               Powell River       BC     DS
604-485-7301  Discovery Passage           Powell River       BC     HST
604-522-7578  John's Bar & Grill          New Westminster    BC     HST
604-562-3632  CNC Remote Systems          Prince George      BC     HST
604-574-7438  SoundingBoard               Cloverdale         BC     HST
604-582-1915  Tunnel-Vision BBS           White Rock         BC     HST
604-584-9811  Basic'ly                    Surrey             BC     HST
604-589-6852  Basic'ly Puppy              Surrey             BC     HST
604-589-8562  Basic'ly Paging             Surrey             BC     HST
604-589-8561  Basic'ly Manager            Surrey             BC     HST
604-594-3799  DataNet                     Richmond           BC     HST
604-595-0727  White Widow BBS             Victoria           BC     DS
604-595-4407  Quantum Leap                Victoria           BC     DS2
604-595-6234  City Bytes PCBoard          Victoria           BC     HST4
604-596-9205  Caramilk Secret             Delta              BC     HST
604-597-4425  Bill's Place                Surrey             BC     HST
604-598-1546  The Plywood PC              Victoria           BC     DS
604-635-2184  Sasquatch BBS               Terrace            BC     HST
604-635-2406  Nighthawk BBS               Terrace            BC     HST4
604-655-3349  Phoenix (Amiga) BBS         Sidney             BC     DS2
604-681-6644  PCS BBS                     North Vancouver    BC     HST
604-721-2713  FireWeed BBS                Victoria           BC     HST4
604-722-3604  Lost City BBS               Cedar              BC     HST
604-732-8877  ED-NET 9600                 Vancouver          BC     HST
604-736-0303  Kitsilano BBS               Vancouver          BC     DS
604-743-3955  Over the Hill BBS           Cobble Hill        BC     HST4
604-748-1170  Totem City BBS              Duncan             BC     HST
604-754-6773  Minute Man                  Nanaimo            BC     HST
604-754-7886  Not Applicable - The BBS    Nanaimo            BC     HST
604-756-0595  MtArrowsmithAdventistSchl   Coombs             BC     HST
604-764-4672  The Grape-Vine              Kelowna            BC     DS
604-766-5659  MASTER-MAIL                 Winfield           BC     HST
604-768-3278  The Polish Connection       Westbank           BC     DS
604-782-9126  SETnet North                Dawson Creek       BC     DS
604-826-6607  Ebenezer Christian BBS      Mission            BC     HST
604-836-7446  Copper Island BBS           Mara               BC     HST
604-842-5212  Theophilus BBS              New Hazelton       BC     HST
604-873-1778  Fellowship House BBS        Vancouver          BC     DS
604-873-6625  Signet Netlink              Burnaby            BC     HST
604-888-5152  Northern Lights             Langley            BC     HST
604-932-6231  Sea to Sky BBS              Whistler           BC     HST
604-936-6609  MS-DOS Connection           Coquitlam          BC     HST
604-940-9511  Pirate Pete's BBS           Ladner             BC     DS
604-943-2894  Drag-Net BBS                ......             BC     CS1
604-949-9692  Lamp Lighter BBS            ......             BC     CS1
604-955-8174  Shuswap OPUS                Celista            BC     HST
604-962-5971  The Exchange                Prince George      BC     HST
604-980-9078  Canyon Heights              North Vancouver    BC     HST
604-985-3420  Computer Dynamics BBS       North Vancouver    BC     HST
605-335-7288  PrairieNet BBS              Sioux Falls        SD     DS2
605-336-3578  Dakota InfoNet              Sioux Falls        SD     DS2
605-348-4113  The Time Portal             Rapid City         SD     DS
605-923-1185  The Crows Nest              Rapid City         SD     HST
605-923-2111  Cowboy's Corral             Rapid City         SD     DS2
606-269-1565  PROF-BBS                    Lexington          KY     HST
606-283-2040  The ZOO                     Independence       KY     DS2
606-283-2455  Fifth Dimension             Independence       KY     HST
606-371-0570  Hellfire Club               Florence           KY     HST
606-376-3747  Black Angel                 Marshes Siding     KY     HST
606-586-5202  InfoNet                     Petersburg         KY     HST
606-623-7951  Digital Gallery BBS         .......            KY     HST
606-727-3638  DataNet                     Erlanger           KY     DS2
606-727-9666  Nobody's Here Now           Erlanger           KY     DS2
606-781-2956  Camelot                     Ft Thomas          KY     HST
606-836-1267  The Penal Colony            Worthington        KY     HST
607-256-0200  The Lowlands                Ithaca             NY     V32
607-256-5466  Shark's Basin               Ithaca             NY     DS2
607-687-6193  Walden Puddle               Owego              NY     V32
607-722-1689  The Great Outdoor           Binghamton         NY     HST
607-754-7743  Death Star BBS              ......             NY     CS1
608-256-5697  NineJackNine                Madison            WI     HST
608-273-9894  Experimental RBBS           Madison            WI     HST
608-325-7994  The Swiss Bull BBS          Monroe             WI     HST
608-837-1923  JW-PC DataFlex              Sun Prairie        WI     DS2
609-232-1245  Compu-Data                  Turnersville       NJ     DS2
609-265-1144  Bear Mountain Railroad      ......             NJ     CS1
609-298-3096  The Tarkus'                 ......             NJ     CS1
609-327-5553  Union Lake BBS              Millville          NJ     HST
609-386-1989  Capital City BBS            Burlington         NJ     DS2
609-392-5953  Polymath One 1 Public       Trenton            NJ     CS1
609-394-5414  Polymath One 2 Private      Trenton            NJ     HST
609-467-3898  The Beckett BBS             Swedesboro         NJ     HST
609-482-1336  The Next Generation BBS     Maple Shade        NJ     2400
609-482-6916  The Happy Hour BBS          Cherry Hill        NJ     HST
609-482-7345  The Next Generation BBS     Maple Shade        NJ     V32
609-482-8604  Maple Shade Opus            Maple Shade        NJ     DS
609-488-4398  The Dark One's Domain       Pennsauken         NJ     HST
609-530-1427  CentraLink                  Ewing              NJ     HST
609-538-1473  Midnight Technology         ......             NJ     CS1
609-546-5808  The APT To Be BBS           Haddon Heights     NJ     HST
609-561-3377  Casino BBS                  Atlantic City      NJ     DS2
609-582-4753  The Programming Lynk        Sewell             NJ     HST4
609-582-9618  Lestershire Country Club    Turnersville       NJ     HST
609-625-2453  Dynalogic Product Support   Mays Landing       NJ     HST
609-654-0999  RTC-BBS                     Medford            NJ     HST
609-667-8865  CompuServe                  Cherry Hill        NJ     V32
609-697-2976  Microshare II BBS           Newfield           NJ     HST
609-751-3847  Memory Link BBS             Cherry Hill        NJ     HST
609-784-9404  Computer Co-op              Voorhees           NJ     HST
609-799-0628  The Switch Room             Plainsboro         NJ     HST
609-829-5601  Marquee Systems BBS         Cinnaminson        NJ     HST
609-859-1910  Pinelands RBBS              Vincentown         NJ     DS
609-866-2551  The Livewire BBS            Mt. Laurel         NJ     DS
609-875-9759  Hurricane Alley BBS         Williamstown       NJ     HST
609-877-0703  Tomcat BBS                  Willingboro        NJ     HST
609-985-4750  The Armoury II              Marlton            NJ     HST
612-252-1116  The Outpost!                Sauk Rapids        MN     DS2
612-259-0801  The Outpost!                Sauk Rapids        MN     2400
612-259-5139  The Outpost!                Sauk Rapids        MN     CSP1
612-332-5217  Telegraph Road              Minneapolis        MN     HST
612-339-1805  CompuServe                  Minneapolis        MN     V32
612-493-4943  The Mirror Exchange         Champlin           MN     HST
612-535-7153  The Senate Chamber          Crystal            MN     HST
612-544-5118  FlightLine BBS              Minneapolis        MN     DS2
612-546-9235  ExchangeNET                 Plymouth           MN     V32
612-571-6280  The Enterprise Board        Fridley            MN     V32
612-588-3301  The Starview Connection     ......             MN     CS1
612-591-7767  The O-Zone BBS              New Hope           MN     DS
612-623-0152  Terrapin Station            Minneapolis        MN     V32B
612-624-4318  U-of-MN Libraries BBS       Minneapolis        MN     V32
612-636-4285  Desert Oasis                New Brighton       MN     DS
612-636-7580  DTP Exchange BBS            New Brighton       MN     TB2
612-642-4629  Conus BBS                   St. Paul           MN     HST
612-654-8372  Granite BBS                 St. Cloud          MN     HST
612-721-8967  Terraboard                  Minneapolis        MN     HST
612-778-1222  Caverns Of Depth            St.Paul            MN     DS2
612-825-0596  WalkInTheShadowsOfKnight    Minneapolis        MN     DS2
612-825-0592  WalkInTheShadowsOfKnight    Minneapolis        MN     V32
612-825-0595  WalkInTheShadowsOfKnight    Minneapolis        MN     V32B
612-825-0599  WalkInTheShadowsOfKnight    Minneapolis        MN     TB2
612-825-5231  Nightlife BBS               Minneapolis        MN     V32
612-832-5127  Odyssey BBS                 Edina              MN     DS2
612-885-0537  The File Cabinet BBS        Bloomington        MN     HST
612-931-0275  The ByteLine                Minneapolis        MN     DS
612-938-1875  TC-AMS TBBS                 Minnetonka         MN     DS
612-938-8924  Dark Knight's Table         Minnetonka         MN     DS
612-944-3358  The Freezing Point          Eden Prairie       MN     V32
613-224-4480  Code Conjurers 1            Nepean             ONT    HST
613-224-9276  Code Conjurers 2            Nepean             ONT    TB
613-231-5635  Death from Above            ......             ONT    CS1
613-233-1474  The Jungle                  Ottawa             ONT    HST
613-233-4386  CANada's CAPital            Ottawa             ONT    HST4
613-264-9231  Reptile Ranch               Perth              ONT    HST
613-342-0475  The Misfit Manor            Brockville         ONT    HST
613-345-0486  Maxwell's Argentum Hammer   Brockville         ONT    HST
613-345-6334  DATA Realm                  Brockville         ONT    HST
613-345-7151  Palameno Palace             ......             ONT    CS1
613-389-8315  Fowl Weather Post MK ][     Kingston           ONT    HST
613-389-9107  Apocalypse                  Kingston           ONT    HST
613-446-1550  Covert Operations BBS       Rockland           ONT    HST
613-446-6234  BitByters                   Rockland           ONT    HST
613-523-0077  Tentacles                   Ottawa             ONT    DS2
613-531-0910  Communications Unlimited 2  Kingston           ONT    TB
613-531-0909  Communications Unlimited    Kingston           ONT    DS
613-544-7787  The Haven BBS               Kingston           ONT    HST
613-547-2479  Challenged I                Kingston           ONT    HST
613-548-7744  CrossRoads                  Kingston           ONT    HST
613-567-3297  The Board of Authority      Ottawa             ONT    HST
613-584-4959  Joe's BBS                   Deep River         ONT    DS
613-687-4680  The 19th Hole               Petawawa           ONT    HST
613-692-2699  The HeartBeat               Manotick           ONT    DS2
613-722-2794  Heaven Sent                 Ottawa             ONT    HST
613-724-3282  Hazardous Waste             Ottawa             ONT    VH
613-729-9451  No Files                    Ottawa             ONT    HST
613-738-1361  Diplomacy Haven             Ottawa             ONT    DS
613-739-7401  Ned's Opus HST              Ottawa             ONT    HST
613-741-6160  Just Another BBS            Ottawa             ONT    HST
613-744-5281  The East End                Ottawa             ONT    HST
613-747-1718  MIDI Distribution Network   Ottawa             ONT    HST
613-761-1361  ISIS HQ                     Ottawa             ONT    TB2
613-761-7803  Dream Land BBS              Ottawa             ONT    HST
613-820-0324  Electronic Encounters       Ottawa             ONT    HST
613-824-0280  The Role-Player's Haven     Orleans            ONT    HST
613-825-5922  IOCTALP                     Nepean             ONT    HST
613-828-0033  Twilight Zone 1             Ottawa             ONT    HST
613-830-2802  Exception #13               Orleans            ONT    DS2
613-830-5391  CHANNEL-23                  Orleans            ONT    DS
613-830-9933  Graphics Zone BBS           Orleans            ONT    CS1
613-831-1510  The Family Research BBS     Kanata             ONT    HST
613-833-0672  Liar's Club BBS             Cumberland         ONT    CS1
613-836-3878  Garry's Hot Air BBS         Kanata             ONT    V32
613-836-4789  Grace and Danger            Stittsville        ONT    CS1
613-836-7667  Icky's Plaza                Kanata             ONT    HST
613-938-5498  The DataCom System          Cornwall           ONT    DS
613-957-1977  BCH BBS                     Ottawa             ONT    HST
613-969-0111  Direct Connect              Belleville         ONT    HST
614-221-1935  PC ON-LINE!                 .....              OH     CSP1
614-259-5822  Kitty City BBS              Lucasville         OH     V32
614-335-3627  PC-Connection               WashngtnCrtHouse   OH     HST
614-363-4204  Patriot Network System      Delaware           OH     V32
614-374-6910  Flying High!                Marietta           OH     DS
614-382-3534  Marion Software Connection  Marion             OH     DS
614-387-3524  Marion Software Connection  Marion             OH     DS
614-423-6308  MELTDOWN                    Belpre             OH     HST
614-436-2414  Briefcase BBS               Columbus           OH     V32
614-442-6696  Utilities Exchange BBS      Columbus           OH     DS
614-442-6695  Utilities Exchange BBS      Columbus           OH     HST
614-457-1701  MARDUK III                  Upper Arlington    OH     DS2
614-478-3611  AveMaria                    Columbus           OH     DS
614-523-1105  Ginger's Port               Westerville        OH     V32
614-772-5520  The Outer Limits            Chillicothe        OH     DS2
614-773-2423  South of the Bauder         Chillicothe        OH     HST
614-775-3370  MCINET                      Chillicothe        OH     HST
614-792-0669  CompuServe                  Columbus           OH     V32
614-837-3896  Aspencade BBS               Pickerington       OH     DS2
614-846-1274  Compu-Link                  Columbus           OH     HST
614-855-2958  The KrackerLine             New Albany         OH     HST
614-861-5825  The Computer Room II        Pickerington       OH     HST
614-861-8377  The Computer Room           Pickerington       OH     DS
614-864-0092  Pets Elite BBS              Columbus           OH     HST
614-875-3552  MARDUK IV                   Grove City         OH     HST
614-882-4478  MARDUK                      Columbus           OH     DS2
614-885-9829  Colossus                    Worthington        OH     DS
614-891-0255  Twilight Zone               Columbus           OH     DS
614-928-2339  The Mother Board!           Buckeye Lake       OH     HST4
615-227-1768  Dandy Line BBS              Nashville          TN     DS
615-245-1364  The Commo Bunker            Kingsport          TN     HST
615-265-2629  The Old Folk's Home         Chattanooga        TN     HST
615-297-5611  The Transfer Station        Nashville          TN     HST
615-331-6664  The SHMC BBS                Nashville          TN     HST
615-331-7819  ShareWorld BBS              Antioch            TN     HST
615-333-1458  WorkBench BBS               Nashville          TN     HST
615-353-0514  Control Systems             Nashville          TN     DS
615-353-3476  EET BBS                     Nashville          TN     DS
615-356-0453  UltraTech                   Nashville          TN     HST
615-356-8016  The M.C. Photographers      Nashville          TN     DS
615-366-0064  The Ace of Spades BBS       Nashville          TN     HST
615-377-3419  Genesis BBS                 Brentwood          TN     HST
615-381-3201  Computer Concepts           Columbia           TN     HST
615-385-4268  Dawg Byte (ANSI Club HQ)    Nashville          TN     HST
615-385-9328  Strawberry Fields           Nashville          TN     DS
615-385-9421  Promises                    Nashville          TN     HST
615-453-0780  C Delight                   Pigeon Forge       TN     HST
615-472-9748  Nova BBS                    Cleveland          TN     HST
615-478-2890  PC Junction BBS             Cleveland          TN     HST
615-479-3686  Inner Circle                Cleveland          TN     HST
615-526-3347  Cumberland BBS              Cookeville         TN     HST
615-531-2177  Volunteer PC BBS            Knoxville          TN     DS
615-546-5401  The Hitchin' Post           Knoxville          TN     HST
615-552-8783  The GTR                     Clarksville        TN     HST
615-643-2820  Smalltown                   ......             TN     2400
615-643-7562  Smalltown                   ......             TN     CS1
615-646-2842  The Rx Shop 2               Nashville          TN     DS
615-646-5550  The Fishing Hole            Nashville          TN     HST
615-662-0371  The Humanities Forum        Franklin           TN     HST
615-662-0632  Transformations BBS         Nashville          TN     HST
615-675-3282  Data World BBS 4 Private    Knoxville          TN     DS2
615-675-4577  Data World BBS 3 Private    Knoxville          TN     DS2
615-675-4753  Data World BBS              Knoxville          TN     DS
615-675-6995  Data World BBS 1 Private    Knoxville          TN     ULT
615-675-6994  Data World BBS 5 Private    Knoxville          TN     DS2
615-842-9225  MAXspeed BBS                Hixson             TN     HST
615-870-5238  The P.T. Connection! ][     Chattanooga        TN     HST
615-870-5876  The P.T. Connection!        Chattanooga        TN     HST
615-875-4131  Starfire Command            Chattanooga        TN     HST
615-889-0948  Rendezvous BBS              Nashville          TN     HST
615-894-8825  The District Car            Chattanooga        TN     HST
615-899-3899  Glenn's GIF World           Chattanooga        TN     DS
615-899-5578  The Ragged Edge BBS         Chattanooga        TN     HST
615-952-9396  Anomalous BBS               ......             TN     CS1
615-966-3574  Data World BBS 2 Public     Knoxville          TN     ULT
615-970-7418  Data-Comp BBS Private       Maryville          TN     DS2
615-982-6512  Data-Comp BBS Private 3     Maryville          TN     DS2
615-982-6537  Data-Comp BBS Public 2      Maryville          TN     ULT
615-982-8723  Data-Comp BBS Private 1     Maryville          TN     ULT
615-983-8232  The Disk Fix                Maryville          TN     DS
616-235-2313  RIP                         Grand Rapids       MI     HST
616-285-9002  Fort Knox BBS               Grand Rapids       MI     HST
616-383-0337  Lightning Zone              Kalamazoo          MI     DS
616-455-0168  Fort Knox                   Grand Rapids       MI     2400
616-455-2252  Fort Knox                   Grand Rapids       MI     DS
616-456-1845  Ryan's Bar BBQ              Grand Rapids       MI     HST
616-456-5342  Post Office                 Grand Rapids       MI     V32
616-534-7093  Crystal Palace              Grand Rapids       MI     HST
616-561-5766  Out Of Sequence BBS         ......             MI     CS1
616-668-2440  Networks BBS                ......             MI     CS1
616-728-8347  Vision Quest                ......             MI     CS1
616-784-2844  Industrial Controls         ......             MI     CS1
616-791-2109  SuperService                Grand Rapids       MI     HST
616-798-2464  Cinema 12                   ......             MI     CS1
616-896-7820  DJ's Country                Dorr               MI     V32
616-897-4953  River City                  Lowell             MI     HST
616-897-6647  Spiteos                     Lowell             MI     V32
616-940-6026  Covered Bridge              Grand Rapids       MI     HST
616-956-0075  CompuServe                  Grand Rapids       MI     V32
616-963-9092  The Final Frontier          Battle Creek       MI     ULT
617-237-1511  Heath Users Group           Westwood           MA     HST
617-286-1807  Total Confusion III         Revere             MA     HST
617-326-4676  BINEX II                    Westwood           MA     HST
617-331-1070  Navigator BBS               Weymouth           MA     HST
617-354-0470  Channel 1 (R)               Cambridge          MA     TB2
617-354-3137  Channel 1 (R)               Cambridge          MA     HST4
617-354-3230  Channel 1 (R)               Cambridge          MA     V32B
617-354-4443  Channel 1 (R)               Cambridge          MA     CS1
617-354-5776  Channel 1 (R)               Cambridge          MA     ULT
617-395-4317  Total Confusion             Medford            MA     HST
617-471-0542  Tom's BBS                   Wollaston          MA     DS2
617-472-8612  Photo Talk BBS              Squantum           MA     HST
617-494-0565  4th Dimension BBS           Cambridge          MA     HST
617-497-6463  Number Nine Graphics BBS    Cambridge          MA     HST
617-551-0495  Rainbows Edge               Westwood           MA     HST
617-595-5626  NewWorld Magic1             Swampscott         MA     HST
617-598-6646  Baystate PCBoard            Lynn               MA     HST
617-621-0882  BCS Info Center             Cambridge          MA     HST
617-625-0381  BCS Macintosh TBBS          Somerville         MA     DS
617-631-3304  Island Logistics            Marblehead         MA     HST
617-661-7071  CompuServe                  Cambridge          MA     V32
617-767-2909  VI/BUG                      Holbrook           MA     HST
617-786-9788  BCSnet Telecomm OPUS        Quincy             MA     HST
617-828-0868  American Playhouse          Canton             MA     HST
617-969-3138  White Zone BBS              ........           MA     DS2
617-969-6230  White Zone BBS              ......             MA     CS1
618-233-1659  EchoMania                   Belleville         IL     HST
618-233-9809  Electronic Forum (TEF)      .......            IL     HST
618-242-9506  The Place                   .....              IL     V32
618-346-9078  Electronic Forum (TEF)      .......            IL     HST
618-346-9164  Comm Central                Maryville          IL     HST
618-397-6613  Custom Computer Services    ......             IL     CS1
618-548-3637  Channel Z BBS               Salem              IL     ULT4
